Dates/Times,Probability,Random Number,Occupancy,Comfort Range
2018-01-05 00:00:00,0.875,0.208643442236814,1,0.619332165310242
2018-01-05 01:00:00,0.817,0.248056332384812,1,0.911042403018903
2018-01-05 02:00:00,0.867,0.006824178639548,1,0.65933064441979
2018-01-05 03:00:00,0.783,0.500257212942357,1,1.08429563861825
2018-01-05 04:00:00,0.8,0.170434828928869,1,0.997427545045643
2018-01-05 05:00:00,0.708,0.86675002251764,0,1.47457775634821
2018-01-05 06:00:00,0.767,0.613193330447393,1,1.16653818329121
2018-01-05 07:00:00,0.683,0.390036139093157,1,1.60776371104077
2018-01-05 08:00:00,0.658,0.309130070370662,1,1.74281597973045
2018-01-05 09:00:00,0.5,0.754296680348296,0,2.65546614652197
2018-01-05 10:00:00,0.517,0.869606080570896,0,2.55108439240501
2018-01-05 11:00:00,0.358,0.015840657642239,1,3.61882242827303
2018-01-05 12:00:00,0.225,0.076929057947111,1,4.77691809373729
2018-01-05 13:00:00,0.167,0.681421159835152,0,5.44057117108711
2018-01-05 14:00:00,0.192,0.971389475154947,0,5.13654636164575
2018-01-05 15:00:00,0.25,0.786033946417993,0,4.52892551054034
2018-01-05 16:00:00,0.542,0.679512580824658,0,2.40074873657985
2018-01-05 17:00:00,0.642,0.655846249776449,0,1.83032817992527
2018-01-05 18:00:00,0.608,0.540802971667209,1,2.01940702659018
2018-01-05 19:00:00,0.692,0.096446031945259,1,1.55961252601555
2018-01-05 20:00:00,0.85,0.098785238148749,1,0.744559244235983
2018-01-05 21:00:00,0.858,0.263014282175555,1,0.704410639488155
2018-01-05 22:00:00,0.883,0.86284571117905,1,0.57939751217929
2018-01-05 23:00:00,0.85,0.57217472867339,1,0.744559244235983
2018-01-06 00:00:00,0.875,0.144150508838329,1,0.619332165310242
2018-01-06 01:00:00,0.817,0.483652430408405,1,0.911042403018903
2018-01-06 02:00:00,0.867,0.335979854486241,1,0.65933064441979
2018-01-06 03:00:00,0.783,0.612693270810883,1,1.08429563861825
2018-01-06 04:00:00,0.8,0.889745463749037,0,0.997427545045643
2018-01-06 05:00:00,0.708,0.465273953154337,1,1.47457775634821
2018-01-06 06:00:00,0.767,0.671593923667955,1,1.16653818329121
2018-01-06 07:00:00,0.683,0.82506681331929,0,1.60776371104077
2018-01-06 08:00:00,0.658,0.040966763678018,1,1.74281597973045
2018-01-06 09:00:00,0.5,0.112301057719903,1,2.65546614652197
2018-01-06 10:00:00,0.517,0.168187542647023,1,2.55108439240501
2018-01-06 11:00:00,0.358,0.723777439037687,0,3.61882242827303
2018-01-06 12:00:00,0.225,0.106975076711772,1,4.77691809373729
2018-01-06 13:00:00,0.167,0.222939359614641,0,5.44057117108711
2018-01-06 14:00:00,0.192,0.274615661533648,0,5.13654636164575
2018-01-06 15:00:00,0.25,0.625962085204146,0,4.52892551054034
2018-01-06 16:00:00,0.542,0.201968661480919,1,2.40074873657985
2018-01-06 17:00:00,0.642,0.531192932382775,1,1.83032817992527
2018-01-06 18:00:00,0.608,0.039145870817153,1,2.01940702659018
2018-01-06 19:00:00,0.692,0.39670749193158,1,1.55961252601555
2018-01-06 20:00:00,0.85,0.443272955557803,1,0.744559244235983
2018-01-06 21:00:00,0.858,0.030956411401417,1,0.704410639488155
2018-01-06 22:00:00,0.883,0.040580218090031,1,0.57939751217929
2018-01-06 23:00:00,0.85,0.220449724299853,1,0.744559244235983
2018-01-07 00:00:00,0.875,0.097961555840593,1,0.619332165310242
2018-01-07 01:00:00,0.817,0.544902263593682,1,0.911042403018903
2018-01-07 02:00:00,0.867,0.025057490261607,1,0.65933064441979
2018-01-07 03:00:00,0.783,0.352835816002674,1,1.08429563861825
2018-01-07 04:00:00,0.8,0.618703034281428,1,0.997427545045643
2018-01-07 05:00:00,0.708,0.970917756197407,0,1.47457775634821
2018-01-07 06:00:00,0.767,0.579014148584798,1,1.16653818329121
2018-01-07 07:00:00,0.683,0.726150892541426,0,1.60776371104077
2018-01-07 08:00:00,0.658,0.636089525539965,1,1.74281597973045
2018-01-07 09:00:00,0.5,0.925513071253769,0,2.65546614652197
2018-01-07 10:00:00,0.517,0.930597423094272,0,2.55108439240501
2018-01-07 11:00:00,0.358,0.893359015745063,0,3.61882242827303
2018-01-07 12:00:00,0.225,0.271769015632398,0,4.77691809373729
2018-01-07 13:00:00,0.167,0.286179007960359,0,5.44057117108711
2018-01-07 14:00:00,0.192,0.879743996147465,0,5.13654636164575
2018-01-07 15:00:00,0.25,0.490175208789265,0,4.52892551054034
2018-01-07 16:00:00,0.542,0.407749538315355,1,2.40074873657985
2018-01-07 17:00:00,0.642,0.928612359395995,0,1.83032817992527
2018-01-07 18:00:00,0.608,0.47564166653892,1,2.01940702659018
2018-01-07 19:00:00,0.692,0.853015345927481,0,1.55961252601555
2018-01-07 20:00:00,0.85,0.309174839672421,1,0.744559244235983
2018-01-07 21:00:00,0.858,0.26010736487263,1,0.704410639488155
2018-01-07 22:00:00,0.883,0.074096426424041,1,0.57939751217929
2018-01-07 23:00:00,0.85,0.836067004284408,1,0.744559244235983
2018-01-08 00:00:00,0.875,0.374587997688749,1,0.619332165310242
2018-01-08 01:00:00,0.817,0.013178909671137,1,0.911042403018903
2018-01-08 02:00:00,0.867,0.386352593449482,1,0.65933064441979
2018-01-08 03:00:00,0.783,0.089243029405057,1,1.08429563861825
2018-01-08 04:00:00,0.8,0.851186828230201,0,0.997427545045643
2018-01-08 05:00:00,0.708,0.704134042421845,1,1.47457775634821
2018-01-08 06:00:00,0.767,0.289833807130591,1,1.16653818329121
2018-01-08 07:00:00,0.683,0.627550351192269,1,1.60776371104077
2018-01-08 08:00:00,0.658,0.688279405008775,0,1.74281597973045
2018-01-08 09:00:00,0.5,0.465926657355948,1,2.65546614652197
2018-01-08 10:00:00,0.517,0.707943371002111,0,2.55108439240501
2018-01-08 11:00:00,0.358,0.624081418511203,0,3.61882242827303
2018-01-08 12:00:00,0.225,0.294794652597502,0,4.77691809373729
2018-01-08 13:00:00,0.167,0.270299246902017,0,5.44057117108711
2018-01-08 14:00:00,0.192,0.889591773786493,0,5.13654636164575
2018-01-08 15:00:00,0.25,0.687891504547048,0,4.52892551054034
2018-01-08 16:00:00,0.542,0.974657180531733,0,2.40074873657985
2018-01-08 17:00:00,0.642,0.553874658366139,1,1.83032817992527
2018-01-08 18:00:00,0.608,0.052848523423169,1,2.01940702659018
2018-01-08 19:00:00,0.692,0.110783605425603,1,1.55961252601555
2018-01-08 20:00:00,0.85,0.753919422565312,1,0.744559244235983
2018-01-08 21:00:00,0.858,0.877738655029522,0,0.704410639488155
2018-01-08 22:00:00,0.883,0.125656196064967,1,0.57939751217929
2018-01-08 23:00:00,0.85,0.792714347986096,1,0.744559244235983
2018-01-09 00:00:00,0.875,0.026335791304787,1,0.619332165310242
2018-01-09 01:00:00,0.817,0.606514892087107,1,0.911042403018903
2018-01-09 02:00:00,0.867,0.98313402259117,0,0.65933064441979
2018-01-09 03:00:00,0.783,0.975903226801492,0,1.08429563861825
2018-01-09 04:00:00,0.8,0.849859337482357,0,0.997427545045643
2018-01-09 05:00:00,0.708,0.66679805945912,1,1.47457775634821
2018-01-09 06:00:00,0.767,0.587157565696352,1,1.16653818329121
2018-01-09 07:00:00,0.683,0.037052713939061,1,1.60776371104077
2018-01-09 08:00:00,0.658,0.963485644916124,0,1.74281597973045
2018-01-09 09:00:00,0.5,0.524191047349216,0,2.65546614652197
2018-01-09 10:00:00,0.517,0.119172431135889,1,2.55108439240501
2018-01-09 11:00:00,0.358,0.231463766734057,1,3.61882242827303
2018-01-09 12:00:00,0.225,0.028626268492898,1,4.77691809373729
2018-01-09 13:00:00,0.167,0.315319737861002,0,5.44057117108711
2018-01-09 14:00:00,0.192,0.247774861912032,0,5.13654636164575
2018-01-09 15:00:00,0.25,0.481994099582706,0,4.52892551054034
2018-01-09 16:00:00,0.542,0.272913632968296,1,2.40074873657985
2018-01-09 17:00:00,0.642,0.601800872240156,1,1.83032817992527
2018-01-09 18:00:00,0.608,0.391848251016184,1,2.01940702659018
2018-01-09 19:00:00,0.692,0.760777372504059,0,1.55961252601555
2018-01-09 20:00:00,0.85,0.811576089059324,1,0.744559244235983
2018-01-09 21:00:00,0.858,0.125242927799014,1,0.704410639488155
2018-01-09 22:00:00,0.883,0.45175656338075,1,0.57939751217929
2018-01-09 23:00:00,0.85,0.358085871207903,1,0.744559244235983
2018-01-10 00:00:00,0.875,0.792990659388313,1,0.619332165310242
2018-01-10 01:00:00,0.817,0.084319140094968,1,0.911042403018903
2018-01-10 02:00:00,0.867,0.784702018349317,1,0.65933064441979
2018-01-10 03:00:00,0.783,0.935544538175148,0,1.08429563861825
2018-01-10 04:00:00,0.8,0.813099990307617,0,0.997427545045643
2018-01-10 05:00:00,0.708,0.618382734721338,1,1.47457775634821
2018-01-10 06:00:00,0.767,0.020283198723043,1,1.16653818329121
2018-01-10 07:00:00,0.683,0.166045544449155,1,1.60776371104077
2018-01-10 08:00:00,0.658,0.076814441678719,1,1.74281597973045
2018-01-10 09:00:00,0.5,0.457344461495052,1,2.65546614652197
2018-01-10 10:00:00,0.517,0.49802600877573,1,2.55108439240501
2018-01-10 11:00:00,0.358,0.601897505572431,0,3.61882242827303
2018-01-10 12:00:00,0.225,0.660199942114442,0,4.77691809373729
2018-01-10 13:00:00,0.167,0.867634030451304,0,5.44057117108711
2018-01-10 14:00:00,0.192,0.591364930912071,0,5.13654636164575
2018-01-10 15:00:00,0.25,0.64847031077808,0,4.52892551054034
2018-01-10 16:00:00,0.542,0.90148528551947,0,2.40074873657985
2018-01-10 17:00:00,0.642,0.36097502185384,1,1.83032817992527
2018-01-10 18:00:00,0.608,0.438515973004315,1,2.01940702659018
2018-01-10 19:00:00,0.692,0.16143196067637,1,1.55961252601555
2018-01-10 20:00:00,0.85,0.255485780198631,1,0.744559244235983
2018-01-10 21:00:00,0.858,0.825760834660914,1,0.704410639488155
2018-01-10 22:00:00,0.883,0.380523498344093,1,0.57939751217929
2018-01-10 23:00:00,0.85,0.590140144232241,1,0.744559244235983
2018-01-11 00:00:00,0.875,0.515477081844773,1,0.619332165310242
2018-01-11 01:00:00,0.817,0.642788214764423,1,0.911042403018903
2018-01-11 02:00:00,0.867,0.534550123649659,1,0.65933064441979
2018-01-11 03:00:00,0.783,0.416674527833483,1,1.08429563861825
2018-01-11 04:00:00,0.8,0.764776052796539,1,0.997427545045643
2018-01-11 05:00:00,0.708,0.302548351104245,1,1.47457775634821
2018-01-11 06:00:00,0.767,0.733860577278829,1,1.16653818329121
2018-01-11 07:00:00,0.683,0.01131350024138,1,1.60776371104077
2018-01-11 08:00:00,0.658,0.742335857732689,0,1.74281597973045
2018-01-11 09:00:00,0.5,0.125420407309752,1,2.65546614652197
2018-01-11 10:00:00,0.517,0.296633367042574,1,2.55108439240501
2018-01-11 11:00:00,0.358,0.140482785905843,1,3.61882242827303
2018-01-11 12:00:00,0.225,0.43230544592159,0,4.77691809373729
2018-01-11 13:00:00,0.167,0.792074967651943,0,5.44057117108711
2018-01-11 14:00:00,0.192,0.044643737188839,1,5.13654636164575
2018-01-11 15:00:00,0.25,0.218680086749746,1,4.52892551054034
2018-01-11 16:00:00,0.542,0.831610571292846,0,2.40074873657985
2018-01-11 17:00:00,0.642,0.089839711161465,1,1.83032817992527
2018-01-11 18:00:00,0.608,0.031994258125809,1,2.01940702659018
2018-01-11 19:00:00,0.692,0.544082535514052,1,1.55961252601555
2018-01-11 20:00:00,0.85,0.313874599666778,1,0.744559244235983
2018-01-11 21:00:00,0.858,0.833360681006644,1,0.704410639488155
2018-01-11 22:00:00,0.883,0.069637870992295,1,0.57939751217929
2018-01-11 23:00:00,0.85,0.06370126908017,1,0.744559244235983
2018-01-12 00:00:00,0.875,0.324118638415046,1,0.619332165310242
2018-01-12 01:00:00,0.817,0.864664053157421,0,0.911042403018903
2018-01-12 02:00:00,0.867,0.893178427420212,0,0.65933064441979
2018-01-12 03:00:00,0.783,0.21799165085436,1,1.08429563861825
2018-01-12 04:00:00,0.8,0.793803124402418,1,0.997427545045643
2018-01-12 05:00:00,0.708,0.720674517665673,0,1.47457775634821
2018-01-12 06:00:00,0.767,0.885754579128916,0,1.16653818329121
2018-01-12 07:00:00,0.683,0.102858063939672,1,1.60776371104077
2018-01-12 08:00:00,0.658,0.370380206643699,1,1.74281597973045
2018-01-12 09:00:00,0.5,0.620481851409427,0,2.65546614652197
2018-01-12 10:00:00,0.517,0.40304944433882,1,2.55108439240501
2018-01-12 11:00:00,0.358,0.11352969546772,1,3.61882242827303
2018-01-12 12:00:00,0.225,0.789269833791397,0,4.77691809373729
2018-01-12 13:00:00,0.167,0.271526819815509,0,5.44057117108711
2018-01-12 14:00:00,0.192,0.670155116788787,0,5.13654636164575
2018-01-12 15:00:00,0.25,0.510489265625719,0,4.52892551054034
2018-01-12 16:00:00,0.542,0.502653179634247,1,2.40074873657985
2018-01-12 17:00:00,0.642,0.484939558159329,1,1.83032817992527
2018-01-12 18:00:00,0.608,0.560779746929429,1,2.01940702659018
2018-01-12 19:00:00,0.692,0.491784694914371,1,1.55961252601555
2018-01-12 20:00:00,0.85,0.496367773347554,1,0.744559244235983
2018-01-12 21:00:00,0.858,0.125358317292747,1,0.704410639488155
2018-01-12 22:00:00,0.883,0.908179882829079,0,0.57939751217929
2018-01-12 23:00:00,0.85,0.381365723441208,1,0.744559244235983
2018-01-13 00:00:00,0.875,0.110198975299007,1,0.619332165310242
2018-01-13 01:00:00,0.817,0.202789899830804,1,0.911042403018903
2018-01-13 02:00:00,0.867,0.085762865907821,1,0.65933064441979
2018-01-13 03:00:00,0.783,0.248627700936973,1,1.08429563861825
2018-01-13 04:00:00,0.8,0.434783204111996,1,0.997427545045643
2018-01-13 05:00:00,0.708,0.377102965926563,1,1.47457775634821
2018-01-13 06:00:00,0.767,0.292650601497449,1,1.16653818329121
2018-01-13 07:00:00,0.683,0.679298480716364,1,1.60776371104077
2018-01-13 08:00:00,0.658,0.932652011165706,0,1.74281597973045
2018-01-13 09:00:00,0.5,0.787608360185492,0,2.65546614652197
2018-01-13 10:00:00,0.517,0.307279756506759,1,2.55108439240501
2018-01-13 11:00:00,0.358,0.910186163363358,0,3.61882242827303
2018-01-13 12:00:00,0.225,0.961131044076157,0,4.77691809373729
2018-01-13 13:00:00,0.167,0.849686683342576,0,5.44057117108711
2018-01-13 14:00:00,0.192,0.539690594861359,0,5.13654636164575
2018-01-13 15:00:00,0.25,0.580923063660709,0,4.52892551054034
2018-01-13 16:00:00,0.542,0.362471942168266,1,2.40074873657985
2018-01-13 17:00:00,0.642,0.814553481032216,0,1.83032817992527
2018-01-13 18:00:00,0.608,0.163072392082729,1,2.01940702659018
2018-01-13 19:00:00,0.692,0.854363800581989,0,1.55961252601555
2018-01-13 20:00:00,0.85,0.402498545546328,1,0.744559244235983
2018-01-13 21:00:00,0.858,0.082668684248853,1,0.704410639488155
2018-01-13 22:00:00,0.883,0.277802938743977,1,0.57939751217929
2018-01-13 23:00:00,0.85,0.293683021288425,1,0.744559244235983
2018-01-14 00:00:00,0.875,0.225064891641497,1,0.619332165310242
2018-01-14 01:00:00,0.817,0.696267864379077,1,0.911042403018903
2018-01-14 02:00:00,0.867,0.298125039566459,1,0.65933064441979
2018-01-14 03:00:00,0.783,0.789406367705638,0,1.08429563861825
2018-01-14 04:00:00,0.8,0.873360969962371,0,0.997427545045643
2018-01-14 05:00:00,0.708,0.625346181154945,1,1.47457775634821
2018-01-14 06:00:00,0.767,0.34160854768274,1,1.16653818329121
2018-01-14 07:00:00,0.683,0.519603678546025,1,1.60776371104077
2018-01-14 08:00:00,0.658,0.039069582396766,1,1.74281597973045
2018-01-14 09:00:00,0.5,0.956704104925177,0,2.65546614652197
2018-01-14 10:00:00,0.517,0.322542793978187,1,2.55108439240501
2018-01-14 11:00:00,0.358,0.788859273454705,0,3.61882242827303
2018-01-14 12:00:00,0.225,0.454003440951543,0,4.77691809373729
2018-01-14 13:00:00,0.167,0.196401755534564,0,5.44057117108711
2018-01-14 14:00:00,0.192,0.938132626768315,0,5.13654636164575
2018-01-14 15:00:00,0.25,0.73704861001379,0,4.52892551054034
2018-01-14 16:00:00,0.542,0.25478298617744,1,2.40074873657985
2018-01-14 17:00:00,0.642,0.817323715925961,0,1.83032817992527
2018-01-14 18:00:00,0.608,0.779719192971856,0,2.01940702659018
2018-01-14 19:00:00,0.692,0.70365611528128,0,1.55961252601555
2018-01-14 20:00:00,0.85,0.588884133002556,1,0.744559244235983
2018-01-14 21:00:00,0.858,0.119567433437472,1,0.704410639488155
2018-01-14 22:00:00,0.883,0.758426196510353,1,0.57939751217929
2018-01-14 23:00:00,0.85,0.491072656073271,1,0.744559244235983
2018-01-15 00:00:00,0.875,0.747457253030048,1,0.619332165310242
2018-01-15 01:00:00,0.817,0.605293304382879,1,0.911042403018903
2018-01-15 02:00:00,0.867,0.289269526906648,1,0.65933064441979
2018-01-15 03:00:00,0.783,0.887328104930373,0,1.08429563861825
2018-01-15 04:00:00,0.8,0.385765112903653,1,0.997427545045643
2018-01-15 05:00:00,0.708,0.05231987636061,1,1.47457775634821
2018-01-15 06:00:00,0.767,0.385080655521731,1,1.16653818329121
2018-01-15 07:00:00,0.683,0.378887186405827,1,1.60776371104077
2018-01-15 08:00:00,0.658,0.15657324698946,1,1.74281597973045
2018-01-15 09:00:00,0.5,0.414982636003341,1,2.65546614652197
2018-01-15 10:00:00,0.517,0.395773194068458,1,2.55108439240501
2018-01-15 11:00:00,0.358,0.824858368172633,0,3.61882242827303
2018-01-15 12:00:00,0.225,0.679752105278958,0,4.77691809373729
2018-01-15 13:00:00,0.167,0.322137161722069,0,5.44057117108711
2018-01-15 14:00:00,0.192,0.605177648840072,0,5.13654636164575
2018-01-15 15:00:00,0.25,0.8936489657808,0,4.52892551054034
2018-01-15 16:00:00,0.542,0.521673378878927,1,2.40074873657985
2018-01-15 17:00:00,0.642,0.547778546588025,1,1.83032817992527
2018-01-15 18:00:00,0.608,0.193210588937309,1,2.01940702659018
2018-01-15 19:00:00,0.692,0.314608505069727,1,1.55961252601555
2018-01-15 20:00:00,0.85,0.347741245764578,1,0.744559244235983
2018-01-15 21:00:00,0.858,0.406047657998227,1,0.704410639488155
2018-01-15 22:00:00,0.883,0.293806225499307,1,0.57939751217929
2018-01-15 23:00:00,0.85,0.623397928081802,1,0.744559244235983
2018-01-16 00:00:00,0.875,0.738184609943266,1,0.619332165310242
2018-01-16 01:00:00,0.817,0.910275903135365,0,0.911042403018903
2018-01-16 02:00:00,0.867,0.978269081157817,0,0.65933064441979
2018-01-16 03:00:00,0.783,0.029307536455792,1,1.08429563861825
2018-01-16 04:00:00,0.8,0.012282085784139,1,0.997427545045643
2018-01-16 05:00:00,0.708,0.15898444275545,1,1.47457775634821
2018-01-16 06:00:00,0.767,0.108238073993477,1,1.16653818329121
2018-01-16 07:00:00,0.683,0.973988622584458,0,1.60776371104077
2018-01-16 08:00:00,0.658,0.956651203697231,0,1.74281597973045
2018-01-16 09:00:00,0.5,0.423212161182311,1,2.65546614652197
2018-01-16 10:00:00,0.517,0.315842990150943,1,2.55108439240501
2018-01-16 11:00:00,0.358,0.079453841498546,1,3.61882242827303
2018-01-16 12:00:00,0.225,0.695776620082524,0,4.77691809373729
2018-01-16 13:00:00,0.167,0.111153665116177,1,5.44057117108711
2018-01-16 14:00:00,0.192,0.530300515617987,0,5.13654636164575
2018-01-16 15:00:00,0.25,0.912006541604613,0,4.52892551054034
2018-01-16 16:00:00,0.542,0.581838360899104,0,2.40074873657985
2018-01-16 17:00:00,0.642,0.294521720624217,1,1.83032817992527
2018-01-16 18:00:00,0.608,0.870573435112257,0,2.01940702659018
2018-01-16 19:00:00,0.692,0.335465912425867,1,1.55961252601555
2018-01-16 20:00:00,0.85,0.60879525554711,1,0.744559244235983
2018-01-16 21:00:00,0.858,0.209402768858883,1,0.704410639488155
2018-01-16 22:00:00,0.883,0.769349673582666,1,0.57939751217929
2018-01-16 23:00:00,0.85,0.846946748499813,1,0.744559244235983
2018-01-17 00:00:00,0.875,0.340357355922032,1,0.619332165310242
2018-01-17 01:00:00,0.817,0.978241832376121,0,0.911042403018903
2018-01-17 02:00:00,0.867,0.743134574946132,1,0.65933064441979
2018-01-17 03:00:00,0.783,0.04911325762505,1,1.08429563861825
2018-01-17 04:00:00,0.8,0.592294769050178,1,0.997427545045643
2018-01-17 05:00:00,0.708,0.040182504075426,1,1.47457775634821
2018-01-17 06:00:00,0.767,0.578791502379311,1,1.16653818329121
2018-01-17 07:00:00,0.683,0.544467161003852,1,1.60776371104077
2018-01-17 08:00:00,0.658,0.196383151672801,1,1.74281597973045
2018-01-17 09:00:00,0.5,0.171133883613087,1,2.65546614652197
2018-01-17 10:00:00,0.517,0.629254687710872,0,2.55108439240501
2018-01-17 11:00:00,0.358,0.692297726721204,0,3.61882242827303
2018-01-17 12:00:00,0.225,0.62291289599311,0,4.77691809373729
2018-01-17 13:00:00,0.167,0.80709584844391,0,5.44057117108711
